Time (ms), Pressure, Temperature
911103515, 101318.34375, 3.0755393254366936e-06
911208007, 101318.34375, 3.0992982829047833e-06
911313476, 101318.34375, 3.12327892970643e-06
911418945, 101318.34375, 3.1472598038817523e-06
911524414, 101318.34375, 3.1712406780570745e-06
911629882, 101318.3125, 3.195221552232397e-06
911735351, 101318.3125, 3.2192021990340436e-06
911840820, 101318.25, 3.243183073209366e-06
911946289, 101318.25, 3.267163947384688e-06
912051757, 101318.25, 3.2911448215600103e-06
912157226, 101318.125, 3.315125468361657e-06
912261718, 101318.09375, 3.3388844258297468e-06
912438476, 101318.09375, 3.379296458660974e-06
912544921, 101318.09375, 3.4032773328362964e-06
912650390, 101318.09375, 3.427257979637943e-06
912755859, 101318.125, 3.4512388538132655e-06
912861328, 101318.125, 3.4752197279885877e-06
913019531, 101318.1875, 3.511634986352874e-06
913126953, 101318.1875, 3.535615860528196e-06
913232421, 101318.25, 3.5595967347035185e-06
913337890, 101318.25, 3.5835773815051652e-06
913443359, 101318.25, 3.6075582556804875e-06
913548828, 101318.3125, 3.6315391298558097e-06
913654296, 101318.3125, 3.655520004031132e-06
913758789, 101318.3125, 3.679278734125546e-06
913864257, 101318.34375, 3.7032596083008684e-06
913969726, 101318.3125, 3.7272402551025152e-06
914075195, 101318.3125, 3.7512211292778375e-06
914180664, 101318.3125, 3.7752020034531597e-06
914286132, 101318.3125, 3.799182877628482e-06
914391601, 101318.34375, 3.8316297832352575e-06
914497070, 101318.34375, 3.879591531585902e-06
914602539, 101318.34375, 3.9275532799365465e-06
914708007, 101318.34375, 3.975515028287191e-06
914813476, 101318.34375, 4.0234763218904845e-06
914918945, 101318.34375, 4.071438070241129e-06
915024414, 101318.34375, 4.1193998185917735e-06
915129882, 101318.3125, 4.167361566942418e-06
915381835, 101318.34375, 4.2823803596547805e-06
915488281, 101318.34375, 4.330342108005425e-06
915593750, 101318.34375, 4.3783038563560694e-06
915698242, 101318.34375, 4.425821316544898e-06
915803710, 101318.4375, 4.473783064895542e-06
915909179, 101318.4375, 4.521744358498836e-06
916013671, 101318.4375, 4.569262273435015e-06
916178710, 101318.53125, 4.645201443054248e-06
916286132, 101318.53125, 4.693163191404892e-06
916391601, 101318.53125, 4.741124485008186e-06
916497070, 101318.53125, 4.78908623335883e-06
916602539, 101318.53125, 4.837047981709475e-06
916708007, 101318.4375, 4.885009730060119e-06
916812500, 101318.4375, 4.932527190248948e-06
916917968, 101318.4375, 4.980488938599592e-06
917023437, 101318.4375, 5.028450232202886e-06
917128906, 101318.4375, 5.07641198055353e-06
917234375, 101318.4375, 5.124373728904175e-06
917339843, 101318.4375, 5.172335477254819e-06
917445312, 101318.4375, 5.220296770858113e-06
917550781, 101318.46875, 5.268258519208757e-06
917656250, 101318.4375, 5.316220267559402e-06
917761718, 101318.46875, 5.364182015910046e-06
917867187, 101318.4375, 5.41214330951334e-06
917971679, 101318.46875, 5.459660769702168e-06
918077148, 101318.40625, 5.507622518052813e-06
918281250, 101318.40625, 5.601325483439723e-06
918388671, 101318.40625, 5.6492872317903675e-06
918494140, 101318.46875, 5.697248525393661e-06
918599609, 101318.46875, 5.745210273744306e-06
918705078, 101318.46875, 5.79317202209495e-06
918810546, 101318.53125, 5.8411337704455946e-06
918916015, 101318.5625, 5.889095064048888e-06
919021484, 101318.625, 5.937056812399533e-06
919126953, 101318.625, 5.985018560750177e-06
919232421, 101318.65625, 6.032980309100822e-06
919337890, 101318.90625, 6.080941602704115e-06
919443359, 101318.96875, 6.12890335105476e-06
919548828, 101319.0, 6.176865099405404e-06
919654296, 101319.03125, 6.224826847756049e-06
919759765, 101319.03125, 6.272788141359342e-06
919865234, 101319.09375, 6.320749889709987e-06
919970703, 101319.125, 6.368711638060631e-06
920076171, 101319.1875, 6.416673386411276e-06
920181640, 101319.25, 6.464634680014569e-06
920287109, 101319.3125, 6.512596428365214e-06
920392578, 101319.3125, 6.560558176715858e-06
920498046, 101319.40625, 6.608519925066503e-06
920603515, 101319.4375, 6.656481218669796e-06
920708984, 101319.4375, 6.704442967020441e-06
920814453, 101319.4375, 6.752404715371085e-06
921070312, 101319.46875, 6.869200205983361e-06
921176757, 101319.46875, 6.917161954334006e-06
921282226, 101319.46875, 6.965123247937299e-06
921444335, 101319.46875, 7.039730462565785e-06
921551757, 101319.53125, 7.08769221091643e-06
921657226, 101319.53125, 7.135653504519723e-06
921762695, 101319.53125, 7.183615252870368e-06
921868164, 101319.59375, 7.231577001221012e-06
921973632, 101319.8125, 7.279538749571657e-06
922079101, 101319.8125, 7.32750004317495e-06
922184570, 101319.96875, 7.375461791525595e-06
922290039, 101319.96875, 7.423423539876239e-06
922394531, 101319.96875, 7.470941000065068e-06
922500000, 101319.96875, 7.518902748415712e-06
922605468, 101320.03125, 7.566864496766357e-06
922710937, 101320.09375, 7.61482579036965e-06
922815429, 101320.09375, 7.695291969866958e-06
922920898, 101320.09375, 7.791215466568246e-06
923026367, 101320.09375, 7.887138963269535e-06
923131835, 101320.09375, 7.983062459970824e-06
923237304, 101320.125, 8.078985047177412e-06
923342773, 101320.125, 8.1749085438787e-06
923448242, 101320.21875, 8.27083204057999e-06
923553710, 101320.125, 8.366755537281279e-06
923659179, 101320.21875, 8.462678124487866e-06
923764648, 101320.1875, 8.558601621189155e-06
923936523, 101320.1875, 8.715809599380009e-06
924042968, 101320.1875, 8.811733096081298e-06
924148437, 101320.1875, 8.907655683287885e-06
924253906, 101320.21875, 9.003579179989174e-06
924359375, 101320.3125, 9.099502676690463e-06
924515625, 101320.3125, 9.243387466995046e-06
924623046, 101320.3125, 9.339310963696335e-06
924728515, 101320.3125, 9.435233550902922e-06
924833984, 101320.3125, 9.53115704760421e-06
924939453, 101320.3125, 9.6270805443055e-06
925044921, 101320.1875, 9.723004041006789e-06
925150390, 101320.1875, 9.818926628213376e-06
925255859, 101320.1875, 9.914850124914665e-06
925369140, 101320.1875, 1.0017878594226204e-05
925474609, 101320.09375, 1.0113802090927493e-05
925580078, 101320.09375, 1.0209725587628782e-05
925685546, 101320.09375, 1.030564908433007e-05
925791015, 101320.09375, 1.0401571671536658e-05
925896484, 101319.96875, 1.0497495168237947e-05
926001953, 101319.90625, 1.0593418664939236e-05
926107421, 101319.78125, 1.0689342161640525e-05
926212890, 101319.6875, 1.0785264748847112e-05
926318359, 101319.65625, 1.0881188245548401e-05
926423828, 101319.65625, 1.097711174224969e-05
926529296, 101319.5625, 1.1073035238950979e-05
926783203, 101319.46875, 1.1304849067528266e-05
926889648, 101319.4375, 1.1400772564229555e-05
926995117, 101319.3125, 1.1497584637254477e-05
927100585, 101319.25, 1.1592619557632133e-05
927206054, 101319.0, 1.168854214483872e-05
927311523, 101318.96875, 1.178446564154001e-05
927416992, 101318.96875, 1.1880389138241298e-05
927522460, 101318.96875, 1.1976312634942587e-05
927672851, 101318.875, 1.211486778629478e-05
927780273, 101318.875, 1.221079128299607e-05
927885742, 101318.875, 1.2306714779697359e-05
927991210, 101318.78125, 1.2402638276398648e-05
928096679, 101318.75, 1.2498560863605235e-05
928202148, 101318.75, 1.2594484360306524e-05
928307617, 101318.75, 1.2690407857007813e-05
928413085, 101318.6875, 1.2786331353709102e-05
928518554, 101318.6875, 1.2882253940915689e-05
928624023, 101318.65625, 1.2978177437616978e-05
928729492, 101318.65625, 1.3074100934318267e-05
928834960, 101318.625, 1.3170024431019556e-05
928940429, 101318.625, 1.3265947018226143e-05
929045898, 101318.5625, 1.3361870514927432e-05
929151367, 101318.53125, 1.3457794011628721e-05
929256835, 101318.53125, 1.355371750833001e-05
929362304, 101318.46875, 1.3649640095536597e-05
929467773, 101318.46875, 1.3745563592237886e-05
929642578, 101318.46875, 1.3905435480410233e-05
929768554, 101318.46875, 1.4020899470779113e-05
929875976, 101318.46875, 1.41168220579857e-05
929981445, 101318.46875, 1.421274555468699e-05
930086914, 101318.46875, 1.4308669051388279e-05
930192382, 101318.53125, 1.4404592548089568e-05
930297851, 101318.53125, 1.4500515135296155e-05
930403320, 101318.53125, 1.4596438631997444e-05
930508789, 101318.53125, 1.4692362128698733e-05
930614257, 101318.5625, 1.4788285625400022e-05
930719726, 101318.75, 1.4884208212606609e-05
930825195, 101318.90625, 1.4980131709307898e-05
930930664, 101318.90625, 1.5076055206009187e-05
931036132, 101318.96875, 1.5171978702710476e-05
931141601, 101318.96875, 1.5277013517334126e-05
931247070, 101318.96875, 1.5468860510736704e-05
931352539, 101318.96875, 1.5660707504139282e-05
931458007, 101318.96875, 1.585255449754186e-05
931563476, 101319.0, 1.6044399671955034e-05
931668945, 101319.0, 1.6236246665357612e-05
931774414, 101319.0, 1.642809365876019e-05
931879882, 101319.0, 1.6619940652162768e-05
931985351, 101319.0, 1.6811785826575942e-05
932089843, 101318.96875, 1.700185748632066e-05
932195312, 101318.96875, 1.7193702660733834e-05
932300781, 101318.90625, 1.7385549654136412e-05
932555664, 101318.90625, 1.785095446393825e-05
932662109, 101318.90625, 1.804280145734083e-05
932767578, 101318.90625, 1.8234648450743407e-05
932932617, 101318.90625, 1.8536629795562476e-05
933040039, 101318.875, 1.8730252122622915e-05
933145507, 101318.875, 1.8922099116025493e-05
933250976, 101318.875, 1.9113944290438667e-05
933356445, 101318.875, 1.9305791283841245e-05
933461914, 101318.875, 1.9497638277243823e-05
933567382, 101318.875, 1.96894852706464e-05
933672851, 101318.875, 1.9881330445059575e-05
933778320, 101318.875, 2.0073177438462153e-05
933883789, 101318.875, 2.026502443186473e-05
933989257, 101318.875, 2.045687142526731e-05
934094726, 101318.875, 2.0648716599680483e-05
934200195, 101318.875, 2.084056359308306e-05
934305664, 101318.875, 2.103241058648564e-05
934411132, 101318.875, 2.1224257579888217e-05
934516601, 101318.875, 2.141610275430139e-05
934622070, 101318.875, 2.160794974770397e-05
934727539, 101318.8125, 2.1799796741106547e-05
934833007, 101318.78125, 2.1991643734509125e-05
934938476, 101318.75, 2.21834889089223e-05
935043945, 101318.6875, 2.2375335902324878e-05
935149414, 101318.625, 2.2567182895727456e-05
935324218, 101318.5625, 2.288692667207215e-05
935430664, 101318.53125, 2.3078773665474728e-05
935536132, 101318.4375, 2.3270620658877306e-05
935641601, 101318.4375, 2.346246583329048e-05
935747070, 101318.34375, 2.3654312826693058e-05
935852539, 101318.3125, 2.3846159820095636e-05
936009765, 101318.3125, 2.41339294007048e-05
936117187, 101318.3125, 2.432755172776524e-05
936222656, 101318.3125, 2.4519398721167818e-05
936328125, 101318.3125, 2.4711245714570396e-05
936433593, 101318.3125, 2.4903092707972974e-05
936539062, 101318.3125, 2.5094937882386148e-05
936644531, 101318.3125, 2.5286784875788726e-05
936750000, 101318.3125, 2.5478631869191304e-05
936855468, 101318.34375, 2.5670478862593882e-05
936960937, 101318.4375, 2.5862324037007056e-05
937066406, 101318.5625, 2.6054171030409634e-05
937171875, 101318.65625, 2.6246018023812212e-05
937277343, 101318.65625, 2.643786501721479e-05
937382812, 101318.65625, 2.6629710191627964e-05
937488281, 101318.75, 2.6821557185030542e-05
937593750, 101318.75, 2.701340417843312e-05
937699218, 101318.75, 2.7205251171835698e-05
937804687, 101318.78125, 2.7397096346248873e-05
937910156, 101318.78125, 2.758894333965145e-05
938015625, 101318.78125, 2.778079033305403e-05
938268554, 101318.78125, 2.8242642656550743e-05
938375000, 101318.8125, 2.843448964995332e-05
938480468, 101318.875, 2.86263366433559e-05
938585937, 101318.875, 2.8818181817769073e-05
938691406, 101318.875, 2.901002881117165e-05
938796875, 101318.875, 2.920187580457423e-05
938902343, 101318.875, 2.9393722797976807e-05
939007812, 101318.875, 2.958556797238998e-05
939168945, 101318.875, 2.988221967825666e-05
939276367, 101318.875, 3.007406667165924e-05
939381835, 101318.90625, 3.0265913665061817e-05
939487304, 101318.90625, 3.045775883947499e-05
939592773, 101318.96875, 3.078163354075514e-05
939698242, 101318.96875, 3.1165327527560294e-05
939803710, 101318.96875, 3.154902151436545e-05
939909179, 101318.96875, 3.19327118631918e-05
940014648, 101318.96875, 3.2316405849996954e-05
940120117, 101318.96875, 3.270009983680211e-05
940225585, 101319.0, 3.3083793823607266e-05
940331054, 101319.03125, 3.3467484172433615e-05
940436523, 101319.09375, 3.385117815923877e-05
940541992, 101319.09375, 3.4234872146043926e-05
940647460, 101319.125, 3.461856613284908e-05
940752929, 101319.1875, 3.500225648167543e-05
940858398, 101319.1875, 3.538595046848059e-05
941035156, 101319.1875, 3.603254663175903e-05
941141601, 101319.1875, 3.641623698058538e-05
941267578, 101319.1875, 3.6881643609376624e-05
941375000, 101319.21875, 3.726533759618178e-05
941480468, 101319.21875, 3.7649031582986936e-05
941585937, 101319.3125, 3.8032721931813285e-05
941691406, 101319.3125, 3.841641591861844e-05
941796875, 101319.34375, 3.8800109905423597e-05
941901367, 101319.40625, 3.9180249586934224e-05
942006835, 101319.40625, 3.956394357373938e-05
942112304, 101319.40625, 3.994763392256573e-05
942217773, 101319.40625, 4.0331327909370884e-05
942323242, 101319.40625, 4.071502189617604e-05
942428710, 101319.34375, 4.1098715882981196e-05
942534179, 101319.3125, 4.1482406231807545e-05
942639648, 101319.3125, 4.18661002186127e-05
942745117, 101319.3125, 4.2249794205417857e-05
942850585, 101319.21875, 4.263348819222301e-05
942956054, 101319.21875, 4.301717854104936e-05
943061523, 101319.21875, 4.340087252785452e-05
943166992, 101319.21875, 4.378456651465967e-05
943272460, 101319.21875, 4.416826050146483e-05
943377929, 101319.21875, 4.455195085029118e-05
943483398, 101319.125, 4.4935644837096334e-05
943588867, 101319.09375, 4.531933882390149e-05
943694335, 101319.09375, 4.5703032810706645e-05
943948242, 101319.09375, 4.66302917629946e-05
944054687, 101319.03125, 4.701398211182095e-05
944160156, 101319.0, 4.739767609862611e-05
944265625, 101319.0, 4.778137008543126e-05
944427734, 101319.0, 4.8378224164480343e-05
944535156, 101318.96875, 4.87619181512855e-05
944640625, 101318.96875, 4.9145612138090655e-05
944746093, 101318.96875, 4.952930612489581e-05
944851562, 101318.875, 4.991299647372216e-05
944957031, 101318.875, 5.0296690460527316e-05
945062500, 101318.875, 5.068038444733247e-05
945167968, 101318.875, 5.106407843413763e-05
945273437, 101318.875, 5.1447768782963976e-05
945378906, 101318.875, 5.183146276976913e-05
945484375, 101318.875, 5.221515675657429e-05
945589843, 101318.8125, 5.2598850743379444e-05
945695312, 101318.8125, 5.298254109220579e-05
945800781, 101318.8125, 5.336623507901095e-05
945906250, 101318.78125, 5.3749929065816104e-05
946011718, 101318.6875, 5.413362305262126e-05
946117187, 101318.6875, 5.451731340144761e-05
946222656, 101318.6875, 5.4901007388252765e-05
946328125, 101318.75, 5.528470137505792e-05
946433593, 101318.75, 5.566839536186308e-05
946539062, 101318.75, 5.6052085710689425e-05
946644531, 101318.75, 5.643577969749458e-05
946820312, 101318.78125, 5.70788215554785e-05
946926757, 101318.8125, 5.7462515542283654e-05
947032226, 101318.8125, 5.784620589111e-05
947137695, 101318.90625, 5.822989987791516e-05
947250976, 101318.90625, 5.8642013755161315e-05
947356445, 101318.90625, 5.902570774196647e-05
947501953, 101318.90625, 5.956216773483902e-05
947609375, 101318.96875, 5.994586172164418e-05
947714843, 101319.0, 6.0329555708449334e-05
947820312, 101319.0, 6.071324605727568e-05
947925781, 101319.0, 6.115872383816168e-05
948031250, 101319.0, 6.192611181177199e-05
948136718, 101319.0, 6.26934997853823e-05
948242187, 101319.0, 6.3460880483035e-05
948347656, 101319.0, 6.422826845664531e-05
948453125, 101319.0, 6.499565643025562e-05
948558593, 101318.96875, 6.576304440386593e-05
948664062, 101318.90625, 6.653042510151863e-05
948769531, 101318.90625, 6.729781307512894e-05
948875000, 101318.78125, 6.806520104873925e-05
948980468, 101318.75, 6.883258902234957e-05
949085937, 101318.53125, 6.959996972000226e-05
949191406, 101318.53125, 7.036735769361258e-05
949296875, 101318.53125, 7.113474566722289e-05
949402343, 101318.53125, 7.19021336408332e-05
949686523, 101318.46875, 7.398401794489473e-05
949793945, 101318.46875, 7.475140591850504e-05
949899414, 101318.4375, 7.551879389211535e-05
950004882, 101318.40625, 7.628618186572567e-05
950110351, 101318.40625, 7.705356256337836e-05
950215820, 101318.40625, 7.782095053698868e-05
950320312, 101318.40625, 7.858122990000993e-05
950425781, 101318.40625, 7.934861787362024e-05
950531250, 101318.40625, 8.011600584723055e-05
950636718, 101318.40625, 8.088339382084087e-05
950742187, 101318.34375, 8.165077451849356e-05
950847656, 101318.3125, 8.241816249210387e-05
950953125, 101318.3125, 8.318555046571419e-05
951058593, 101318.3125, 8.39529384393245e-05
951164062, 101318.1875, 8.47203191369772e-05
951269531, 101318.1875, 8.548770711058751e-05
951375000, 101318.1875, 8.625509508419782e-05
951480468, 101318.125, 8.702248305780813e-05
951585937, 101318.125, 8.778986375546083e-05
951691406, 101318.0, 8.855725172907114e-05
951796875, 101317.96875, 8.932463970268145e-05
951902343, 101317.90625, 9.009202767629176e-05
952007812, 101317.5625, 9.085940837394446e-05
952113281, 101317.5625, 9.162679634755477e-05
952218750, 101317.53125, 9.239418432116508e-05
952324218, 101317.53125, 9.31615722947754e-05
952500976, 101317.53125, 9.445475734537467e-05
952607421, 101317.53125, 9.522214531898499e-05
952765625, 101317.4375, 9.638032497605309e-05
952872070, 101317.4375, 9.71477129496634e-05
952977539, 101317.40625, 9.791510092327371e-05
953083007, 101317.40625, 9.868248889688402e-05
953188476, 101317.40625, 9.944986959453672e-05
953293945, 101317.34375, 0.00010021725756814703
953398437, 101317.34375, 0.00010097753693116829
953503906, 101317.34375, 0.0001017449249047786
953609375, 101317.3125, 0.00010251231287838891
953713867, 101317.3125, 0.00010327259224141017
953819335, 101317.25, 0.00010403998021502048
953924804, 101317.25, 0.00010480736091267318
954030273, 101317.21875, 0.00010557474888628349
954135742, 101317.21875, 0.0001063421368598938
954240234, 101317.1875, 0.00010710241622291505
954345703, 101317.1875, 0.00010786980419652537
954451171, 101317.125, 0.00010863719217013568
954556640, 101317.1875, 0.00010940457286778837
954662109, 101317.21875, 0.00011017196084139869
954767578, 101317.21875, 0.000110939348815009
954873046, 101317.21875, 0.00011170673678861931
954978515, 101317.21875, 0.00011247411748627201
955083984, 101317.21875, 0.00011324150545988232
955334960, 101317.21875, 0.00011507470480864868
955441406, 101317.21875, 0.00011584209278225899
955546875, 101317.21875, 0.0001166094807558693
955652343, 101317.21875, 0.00011737686872947961
955757812, 101317.21875, 0.00011814424942713231
955924804, 101317.25, 0.00011937349336221814
956032226, 101317.21875, 0.00012014087405987084
956137695, 101317.21875, 0.00012090826203348115
956242187, 101317.21875, 0.0001216685413965024
956347656, 101317.21875, 0.00012280154624022543
956453125, 101317.21875, 0.00012433632218744606
956558593, 101317.21875, 0.00012587109813466668
956664062, 101317.21875, 0.00012740585952997208
956769531, 101317.21875, 0.0001289406354771927
956875000, 101317.1875, 0.00013047541142441332
956980468, 101317.09375, 0.00013201018737163395
957085937, 101317.09375, 0.00013354494876693934
957191406, 101317.0625, 0.00013507972471415997
957296875, 101317.0625, 0.0001366145006613806
957402343, 101317.0625, 0.0001381492766086012
957507812, 101317.0, 0.0001396840380039066
957613281, 101316.96875, 0.00014121881395112723
957718750, 101316.96875, 0.00014275358989834785
957824218, 101316.96875, 0.00014428836584556848
957929687, 101316.96875, 0.00014582312724087387
958035156, 101316.96875, 0.0001473579031880945
958211914, 101316.96875, 0.00014994427328929305
958318359, 101316.96875, 0.00015147904923651367
958423828, 101316.96875, 0.0001530138251837343
958529296, 101317.0, 0.00015454860113095492
958634765, 101317.0, 0.00015608336252626032
958740234, 101317.0, 0.00015761813847348094
958845703, 101316.96875, 0.00015915291442070156
959002929, 101316.96875, 0.000161469288286753
959110351, 101316.96875, 0.0001630040496820584
959215820, 101316.96875, 0.00016453882562927902
959321289, 101316.96875, 0.00016607360157649964
959426757, 101316.96875, 0.00016760837752372026
959532226, 101316.96875, 0.00016914313891902566
959637695, 101316.96875, 0.00017067791486624628
959743164, 101316.96875, 0.0001722126908134669
959848632, 101316.96875, 0.00017374746676068753
959954101, 101316.96875, 0.00017528222815599293
960059570, 101316.96875, 0.00017681700410321355
960165039, 101316.96875, 0.00017835178005043417
960270507, 101316.96875, 0.0001798865559976548
960375976, 101316.96875, 0.0001814213173929602
960481445, 101316.96875, 0.00018295609334018081
960586914, 101316.90625, 0.00018449086928740144
960692382, 101316.90625, 0.00018602564523462206
960797851, 101316.90625, 0.00018756040662992746
960903320, 101316.90625, 0.00018909518257714808
961183593, 101316.90625, 0.00019320212595630437
961291015, 101316.90625, 0.00019473688735160977
961396484, 101316.96875, 0.0001962716632988304
961501953, 101316.96875, 0.000197806439246051
961607421, 101316.96875, 0.00019934121519327164
961712890, 101316.96875, 0.00020087597658857703
961818359, 101316.96875, 0.00020241075253579766
961923828, 101316.96875, 0.00020394552848301828
962028320, 101316.96875, 0.0002054660872090608
962132812, 101316.96875, 0.0002069866459351033
962238281, 101316.96875, 0.00020852142188232392
962343750, 101316.96875, 0.00021005619782954454
962449218, 101317.0, 0.00021159097377676517
962554687, 101317.0625, 0.00021312573517207056
962660156, 101317.0625, 0.00021466051111929119
962765625, 101317.09375, 0.0002161952870665118
962871093, 101317.09375, 0.00021773006301373243
962976562, 101317.09375, 0.00021926482440903783
963082031, 101317.125, 0.00022079960035625845
963187500, 101317.125, 0.00022233437630347908
963292968, 101317.1875, 0.0002238691522506997
963398437, 101317.1875, 0.0002254039136460051
963503906, 101317.125, 0.00022693868959322572
963609375, 101317.125, 0.00022847346554044634
963714843, 101317.1875, 0.00023000824148766696
963889648, 101317.125, 0.00023256619169842452
963996093, 101317.1875, 0.00023410096764564514
964101562, 101317.1875, 0.00023563572904095054
964260742, 101317.1875, 0.00023798052279744297
964368164, 101317.1875, 0.0002395152987446636
964473632, 101317.1875, 0.00024105007469188422
964579101, 101317.1875, 0.00024258483608718961
964684570, 101317.1875, 0.00024411961203441024
964790039, 101317.1875, 0.0002471681509632617
964894531, 101317.1875, 0.00025020926841534674
965000000, 101317.1875, 0.000253278820309788
965105468, 101317.1875, 0.00025634837220422924
965210937, 101317.1875, 0.00025941789499484
965316406, 101317.1875, 0.00026248744688928127
965421875, 101317.1875, 0.0002655569987837225
965527343, 101317.1875, 0.00026862655067816377
965632812, 101317.125, 0.00027169607346877456
965738281, 101317.09375, 0.0002747656253632158
965843750, 101317.09375, 0.00027783517725765705
965949218, 101317.09375, 0.0002809047291520983
966054687, 101317.125, 0.0002839742519427091
966160156, 101317.125, 0.00028704380383715034
966265625, 101317.125, 0.0002901133557315916
966371093, 101317.1875, 0.00029318290762603283
966476562, 101317.1875, 0.0002962524304166436
966582031, 101317.1875, 0.00029932198231108487
966833984, 101317.1875, 0.0003066832141485065
966940429, 101317.1875, 0.0003097527369391173
967045898, 101317.25, 0.00031282228883355856
967151367, 101317.25, 0.0003158918407279998
967256835, 101317.3125, 0.00031896139262244105
967420898, 101317.40625, 0.0003237930650357157
967528320, 101317.4375, 0.00032686261693015695
967633789, 101317.53125, 0.0003299321688245982
967739257, 101317.625, 0.00033300172071903944
967844726, 101317.6875, 0.00033607124350965023
967950195, 101317.75, 0.0003391407954040915
968055664, 101317.84375, 0.0003422103472985327
968161132, 101317.875, 0.00034527989919297397
968266601, 101317.875, 0.00034834942198358476
968372070, 101317.96875, 0.000351418973878026
968477539, 101318.09375, 0.00035448852577246726
968583007, 101318.125, 0.0003575580776669085
968688476, 101318.1875, 0.0003606276004575193
968793945, 101318.25, 0.00036369715235196054
968899414, 101318.25, 0.0003667667042464018
969004882, 101318.3125, 0.00036983625614084303
969110351, 101318.3125, 0.0003731331671588123
969223632, 101318.3125, 0.00037620271905325353
969329101, 101318.3125, 0.0003792722418438643
969434570, 101318.3125, 0.00038234179373830557
969608398, 101318.3125, 0.0003874292888212949
969714843, 101318.3125, 0.00039049884071573615
969820312, 101318.3125, 0.00039356836350634694
969925781, 101318.3125, 0.0003966379154007882
970031250, 101318.3125, 0.00039970746729522943
970136718, 101318.3125, 0.0004027770191896707
970242187, 101318.3125, 0.00040584654198028147
970347656, 101318.3125, 0.0004089160938747227
970492187, 101318.3125, 0.0004131793393753469
970599609, 101318.3125, 0.00041624889126978815
970705078, 101318.3125, 0.0004193184431642294
970810546, 101318.3125, 0.00042238799505867064
970916015, 101318.34375, 0.00042545751784928143
971021484, 101318.3125, 0.0004285270697437227
971126953, 101318.3125, 0.0004315966216381639
971231445, 101318.3125, 0.00043463773909024894
971336914, 101318.3125, 0.0004377072909846902
971442382, 101318.3125, 0.00044077684287913144
971547851, 101318.40625, 0.0004438463656697422
971653320, 101318.40625, 0.0004469159175641835
971758789, 101318.40625, 0.0004499854694586247
971864257, 101318.40625, 0.00045305502135306597
971969726, 101318.40625, 0.00045612454414367676
